"gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"male","cauc",1978 Q4,,"regular","regular","regular",,499,549,599,,526,579,616,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","master",,"level1","level1","level2",,17,17,12,,"cauc","cauc","cauc",,"41","41","41",,"79","79","79"
"male","cauc",1980 Q2,"regular",,,,445,,,,484,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"probation",,,,14,,,,"cauc",,,,"18",,,,"42",,,
"male","cauc",1979 Q4,"regular",,"small","small",428,,588,620,454,,502,585,"non-free",,"free","free","urban",,"rural","rural","master",,"bachelor","master","level1",,"level1","level1",4,,15,13,"cauc",,"cauc","cauc","20",,"4","4","48",,"5","5"
"male","cauc",1979 Q3,,"regular","regular",,,571,569,,,479,531,,,"free",,,,"urban","urban",,,"bachelor","bachelor",,,"level1","level1",,,17,28,,,"cauc","cauc",,,"20","20",,,"48","48",
"female","afam",1979 Q4,"regular+aide","regular","regular","regular",410,512,622,654,459,526,590,639,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","master","bachelor","level1","level1","probation","probation",22,32,0,0,"cauc","afam","afam","afam","11","11","11","11","33","33","33","33"
"female","afam",1980 Q3,"regular","small",,,478,447,,,536,463,,,"free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"level1","level1",,,12,17,,,"afam","cauc",,,"11","11",,,"27","27",,
"male","afam",1979 Q1,,"regular","regular","regular",,466,526,592,,486,514,634,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","master","master",,"apprentice","level1","level1",,2,9,26,,"cauc","cauc","afam",,"11","11","11",,"16","16","16"
"female","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",467,651,659,675,513,545,648,672,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",3,4,14,13,"cauc","cauc","cauc","cauc","32","32","32","32","66","66","66","66"
"male","afam",1981 Q2,,,"regular+aide","regular",,,,626,,,,589,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"notladder","level1",,,,5,,,"afam","cauc",,,"11","11",,,"19","19"
"female","cauc",1979 Q4,,,,"regular+aide",,,,554,,,,567,,,,"free",,,,"rural",,,,"master",,,,"level2",,,,13,,,,"cauc",,,,"3",,,,"3"
"female","afam",1980 Q1,"regular","regular","regular",,,553,564,,,557,584,,"free","free","free",,"suburban","inner-city","inner-city",,"master","bachelor","bachelor",,"level1","probation","apprentice",,24,0,1,,"cauc","afam","cauc",,"18","18","18",,"44","45","45",
"male","cauc",1978 Q4,,"regular+aide","regular+aide","regular+aide",,450,,554,,488,,570,,"free",,"free",,"urban","urban","urban",,"bachelor","master","master",,"level1","notladder","level1",,7,30,9,,"cauc","cauc","cauc",,"20","20","20",,"48","48","48"
"female","afam",1980 Q2,,,"small","regular",,,,580,,,,599,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","level1",,,30,31,,,"afam","afam",,,"11","11",,,"32","32"
"male","afam",1980 Q2,"small","small","small",,402,480,494,,392,474,488,,"free","non-free","free",,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"apprentice","probation","level1",,1,1,14,,"afam","afam","cauc",,"11","11","11",,"32","32","32",
"male","cauc",1980 Q3,,"regular+aide","regular+aide","regular+aide",,651,684,665,,545,615,678,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","master","master",,"probation","level1","level1",,2,15,18,,"cauc","cauc","cauc",,"22","22","22",,"51","51","51"
"female","cauc",1979 Q4,,"small","small",,,,,,,542,,,,"free","free",,,"rural","rural",,,"master","master",,,"level1","level3",,,12,14,,,"cauc","cauc",,,"35","35",,,"70","70",
"male",,1980 Q1,,,"regular+aide",,,,502,,,,528,,,,,,,,"urban",,,,"master",,,,"notladder",,,,30,,,,"cauc",,,,"20",,,,"48",
"female","afam",1977 Q4,,,"small","small",,,557,612,,,572,603,,,"free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"probation","level1",,,1,14,,,"cauc","afam",,,"11","11",,,"31","31"
"female","cauc",1979 Q4,,,,"regular+aide",,,,650,,,,620,,,,"free",,,,"urban",,,,"bachelor",,,,"level1",,,,20,,,,"cauc",,,,"27",,,,"60"
"male","cauc",1979 Q2,,"regular+aide","small","small",,466,511,,,557,572,,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","bachelor",,"level1","level3","level3",,3,14,16,,"cauc","cauc","afam",,"23","23","23",,"55","55","55"
"female","afam",1980 Q2,,,"regular+aide","regular+aide",,,541,616,,,577,610,,,"free","free",,,"suburban","suburban",,,"specialist","master",,,"level1","level2",,,9,15,,,"cauc","cauc",,,"22","22",,,"51","51"
"male","cauc",1979 Q4,,,"small",,,,643,,,,626,,,,"non-free",,,,"urban",,,,"master",,,,"level1",,,,14,,,,"cauc",,,,"7",,,,"10",
"male","afam",1979 Q2,"regular",,,,427,,,,513,,,,"free",,,,"suburban",,,,"bachelor",,,,"apprentice",,,,1,,,,"afam",,,,"11",,,,"21",,,
"male","cauc",1980 Q3,"regular+aide","regular","regular","small",480,604,659,650,520,567,574,672,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","master+","master","bachelor","bachelor","level1","level1","level1","level1",12,13,17,15,"cauc","cauc","cauc","cauc","22","22","22","22","51","51","51","51"
"male","afam",1980 Q2,,,"regular+aide","regular+aide",,,,,,,,,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"notladder","notladder",,,0,17,,,"cauc","afam",,,"11","11",,,"31","31"
"male","cauc",1980 Q2,,,"regular+aide",,,,559,,,,548,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,12,,,,"afam",,,,"11",,,,"17",
"male","cauc",1978 Q4,,,,"regular+aide",,,,,,,,574,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"35",,,,"70"
"female","cauc",1979 Q4,"small","small","small","small",453,548,573,595,500,495,546,596,"non-free","non-free","non-free","non-free","urban","urban","urban","urban","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",13,27,22,8,"cauc","cauc","cauc","cauc","6","6","6","6","9","9","9","9"
"male","cauc",1979 Q1,,,,"regular+aide",,,,614,,,,610,,,,"free",,,,"rural",,,,"bachelor",,,,"apprentice",,,,2,,,,"cauc",,,,"36",,,,"71"
"female","afam",1980 Q2,,"small","small","small",,530,562,597,,553,579,604,,"non-free","non-free","free",,"inner-city","inner-city","inner-city",,"master","bachelor","bachelor",,"level1","probation","apprentice",,36,0,1,,"cauc","cauc","cauc",,"22","22","22",,"53","53","53"
"male","afam",1979 Q3,,"regular","regular",,,477,,,,490,,,,"non-free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"probation","probation",,,5,24,,,"cauc","afam",,,"11","11",,,"27","27",
"female","afam",1979 Q1,,,,"small",,,,582,,,,571,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,6,,,,"cauc",,,,"22",,,,"52"
"female","cauc",1978 Q3,,"regular+aide",,,,527,,,,502,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"apprentice",,,,1,,,,"cauc",,,,"28",,,,"61",,
"male","afam",1980 Q2,,,"small",,,,532,,,,579,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,12,,,,"afam",,,,"18",,,,"44",
"male","cauc",1979 Q4,,"regular+aide",,,,544,,,,545,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,29,,,,"cauc",,,,"28",,,,"61",,
"male","cauc",1979 Q3,,"regular","regular","regular",,553,591,629,,535,572,622,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","probation","notladder",,21,0,23,,"cauc","cauc","cauc",,"30","30","30",,"63","63","63"
"female","afam",1979 Q3,,,"regular+aide","regular+aide",,,555,593,,,568,604,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","notladder",,,19,23,,,"cauc","cauc",,,"11","11",,,"32","32"
"female","cauc",1978 Q2,"small",,,,,,,,,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,8,,,,"cauc",,,,"35",,,,"70",,,
"female","cauc",1977 Q4,,,,"regular+aide",,,,,,,,,,,,"free",,,,"urban",,,,"master",,,,"level1",,,,36,,,,"cauc",,,,"7",,,,"10"
"female","afam",1979 Q3,,,"regular",,,,515,,,,541,,,,"free",,,,"inner-city",,,,"master",,,,"probation",,,,0,,,,"afam",,,,"11",,,,"33",
"male","cauc",1980 Q1,,"regular+aide","regular+aide","regular+aide",,629,684,728,,572,659,678,,"non-free","non-free","non-free",,"urban","urban","urban",,"bachelor","master","master",,"level1","level1","level1",,10,19,16,,"cauc","cauc","cauc",,"6","6","6",,"9","9","9"
"male","cauc",1980 Q3,,,,"small",,,,547,,,,591,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,12,,,,"cauc",,,,"41",,,,"79"
"female","afam",1980 Q1,"small","small","small","small",437,494,588,604,506,545,574,622,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","bachelor","bachelor","apprentice","level2","level1","level1",1,25,4,22,"afam","afam","afam","afam","11","11","11","11","16","16","16","16"
"female","afam",1980 Q1,,,"regular+aide","regular+aide",,,614,654,,,607,659,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","level1",,,4,4,,,"afam","cauc",,,"11","11",,,"20","20"
"female","cauc",1980 Q2,,"regular",,,,480,,,,529,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,13,,,,"cauc",,,,"22",,,,"51",,
"female","afam",1980 Q2,,,,"small",,,,661,,,,608,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,13,,,,"afam",,,,"11",,,,"20"
"male","cauc",1979 Q3,,"regular+aide","regular+aide","regular+aide",,480,559,608,,526,552,585,,"non-free","non-free","non-free",,"rural","rural","rural",,"master","master","bachelor",,"apprentice","level1","level3",,8,13,23,,"cauc","afam","cauc",,"4","4","4",,"5","5","5"
"male","afam",1978 Q3,,"regular","regular","regular",,482,484,,,542,538,,,"free","free","free",,"suburban","suburban","suburban",,"master","bachelor","bachelor",,"level1","level1","level1",,18,7,8,,"cauc","afam","afam",,"11","11","11",,"25","25","25"
"male","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide",,456,519,,,528,567,,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","apprentice","notladder",,15,2,19,,"cauc","cauc","cauc",,"19","19","19",,"47","47","47",
"male","afam",1980 Q2,"regular",,,,398,,,,423,,,,"free",,,,"inner-city",,,,"bachelor",,,,,,,,9,,,,"afam",,,,"11",,,,"28",,,
"female","cauc",1980 Q3,"regular+aide",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,9,,,,"cauc",,,,"22",,,,"53",,,
"female","afam",1979 Q4,"regular+aide","regular+aide","regular+aide","regular+aide",430,530,593,578,513,567,603,,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","bachelor","bachelor","level1","level1","notladder","level1",22,7,6,5,"cauc","cauc","cauc","cauc","11","11","11","11","33","33","33","33"
"female","afam",1979 Q3,"regular","regular",,,407,,,,405,449,,,"free","free",,,"rural","rural",,,"master","master",,,"level1","level1",,,6,42,,,"cauc","cauc",,,"30","30",,,"63","63",,
"female","afam",1980 Q2,"regular+aide","regular","regular","regular",408,516,573,614,468,493,548,608,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","master","apprentice","level1","level1","level3",0,4,7,25,"cauc","cauc","afam","afam","11","11","11","11","32","32","32","32"
"male","cauc",1980 Q2,"regular+aide","regular","small","small",414,490,566,608,439,515,596,634,"non-free","non-free","non-free","non-free","rural","urban","urban","urban","master","master","master","bachelor","level1","level1","level1","probation",13,3,22,0,"cauc","cauc","cauc","cauc","42","7","7","7","80","10","10","10"
"female","cauc",1980 Q2,,,"small",,,,575,,,,620,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,14,,,,"cauc",,,,"41",,,,"79",
"male","cauc",1980 Q2,"regular+aide","regular",,"small",398,,,547,418,,,530,"free","free",,"free","rural","rural",,"rural","master","bachelor",,"bachelor","level1","level1",,"level1",10,15,,10,"cauc","cauc",,"cauc","36","36",,"36","72","72",,"72"
"male","cauc",1979 Q1,,"regular","regular","regular",,564,568,606,,557,587,626,,"non-free","free","non-free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level3","level1","level1",,11,31,7,,"cauc","cauc","cauc",,"35","35","35",,"69","69","69"
"male","afam",1978 Q3,,,,"regular",,,,567,,,,597,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,26,,,,"afam",,,,"11",,,,"31"
"female","afam",1980 Q3,,,,"regular+aide",,,,538,,,,546,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,18,,,,"cauc",,,,"18",,,,"44"
"male","afam",1979 Q3,"regular",,,,408,,,,454,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,12,,,,"cauc",,,,"22",,,,"52",,,
"female","cauc",1979 Q4,"small","small",,,418,487,,,459,484,,,"non-free","non-free",,,"suburban","suburban",,,"master","master",,,"level1","level1",,,7,12,,,"cauc","cauc",,,"28","28",,,"61","61",,
"male","afam",1979 Q4,"regular+aide",,"regular","regular",413,,538,,478,,540,,"free",,"free","free","suburban",,"inner-city","inner-city","bachelor",,"master","master",,,"level1","level1",2,,30,22,"cauc",,"afam","cauc","11",,"11","11","25",,"26","26"
"female","afam",1980 Q3,"small",,,,411,,,,418,,,,"free",,,,"suburban",,,,"bachelor",,,,,,,,5,,,,"cauc",,,,"11",,,,"17",,,
"female","cauc",1979 Q4,,"small","small","small",,527,559,573,,562,587,614,,"non-free","non-free","non-free",,"inner-city","inner-city","inner-city",,"master","bachelor","bachelor",,"probation","apprentice","level1",,2,1,5,,"cauc","cauc","cauc",,"22","22","22",,"53","53","53"
"male","afam",1978 Q1,,,"regular+aide","regular+aide",,,538,620,,,540,577,,,"free","free",,,"inner-city","inner-city",,,"master","master",,,"notladder","notladder",,,13,3,,,"cauc","afam",,,"11","11",,,"28","28"
"female","cauc",1980 Q1,"small",,,,398,,,,384,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,3,,,,"cauc",,,,"39",,,,"75",,,
"female","afam",1980 Q2,,,,"regular+aide",,,,636,,,,636,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,26,,,,"afam",,,,"11",,,,"19"
"female","afam",1979 Q4,"small","small","small","small",439,604,627,639,602,584,599,655,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","master","level1","notladder","level1","level3",6,9,8,21,"afam","afam","afam","afam","11","11","11","11","19","19","19","19"
"female","cauc",1979 Q3,,"regular+aide",,,,507,,,,553,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,9,,,,"cauc",,,,"34",,,,"68",,
"female","cauc",1980 Q3,"regular","regular","regular","regular",455,571,669,670,520,572,639,663,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","master","master","level1","level1","level2","level3",13,11,13,17,"cauc","cauc","cauc","cauc","23","23","23","23","55","55","55","55"
"male","cauc",1980 Q3,"regular","regular+aide","regular+aide","regular+aide",413,477,596,629,429,520,582,636,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","master","bachelor","level1","level1","level1","level1",17,15,20,9,"cauc","cauc","cauc","cauc","12","12","12","12","34","34","34","34"
"female","afam",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",456,553,596,620,449,515,579,639,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor","probation","apprentice","level1","level3",0,3,25,12,"cauc","cauc","cauc","cauc","18","18","18","18","46","46","46","46"
"female","afam",1979 Q4,"small","small","small","small",461,524,571,612,484,490,587,639,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor",,"notladder","level1","level1",10,23,33,15,"afam","cauc","cauc","cauc","22","22","22","22","51","51","51","51"
"male","cauc",1980 Q3,"regular+aide","regular+aide","regular","regular",436,474,550,543,484,490,632,556,"free","free","non-free","free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level1","level3","level1",8,18,14,3,"cauc","cauc","cauc","cauc","14","14","14","14","38","38","38","38"
"female","cauc",1980 Q3,"regular+aide","regular",,,418,462,,,423,493,,,"free","non-free",,,"rural","rural",,,"master","bachelor",,,"level1","apprentice",,,13,2,,,"cauc","cauc",,,"42","42",,,"80","80",,
"male","afam",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",421,530,571,570,463,567,599,601,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","apprentice","level1","level1",5,1,31,18,"cauc","afam","afam","afam","11","11","11","11","29","29","33","33"
"male","cauc",1979 Q4,"regular+aide","regular",,,431,512,,,463,553,,,"non-free","non-free",,,"urban","urban",,,"bachelor","bachelor",,,"probation","apprentice",,,0,1,,,"cauc","cauc",,,"13","13",,,"37","37",,
"female","afam",1980 Q2,"regular","regular+aide","regular+aide","regular+aide",465,548,588,647,489,526,590,624,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor",,"level1","level1","level1",,6,4,28,,"cauc","cauc","afam",,"11","11","11","11","24","24","24","24"
"male","cauc",1979 Q4,"small","small","small","small",527,629,732,675,602,592,674,645,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","master","bachelor","bachelor","probation","notladder","level1","level1",0,16,10,6,"cauc","cauc","cauc","cauc","18","18","18","18","43","43","43","43"
"male","afam",1980 Q3,"small","small",,,428,454,,,468,481,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","notladder",,,11,32,,,"cauc","afam",,,"11","11",,,"27","27",,
"female","cauc",1980 Q1,"regular+aide","regular","regular",,455,590,627,,473,526,590,,"non-free","non-free","non-free",,"rural","rural","rural",,"master","master","bachelor",,"level1","level1","level1",,8,11,19,,"cauc","cauc","cauc",,"24","24","24",,"57","57","57",
"male","cauc",1980 Q3,"regular+aide",,,,395,,,,392,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,13,,,,"cauc",,,,"40",,,,"76",,,
"male","cauc",1980 Q3,"regular","regular+aide","regular+aide","regular+aide",468,629,732,702,536,557,620,691,"non-free","non-free","free","free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",20,39,9,16,"cauc","cauc","cauc","cauc","9","9","9","9","12","12","12","12"
"female","cauc",1980 Q3,,,"regular+aide",,,,554,,,,518,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level2",,,,12,,,,"cauc",,,,"2",,,,"2",
"female","cauc",1980 Q1,,,"regular+aide","regular+aide",,,545,549,,,538,568,,,"free","free",,,"suburban","suburban",,,"master","master",,,"level1","level1",,,19,19,,,"cauc","afam",,,"22","22",,,"54","54"
"male","cauc",1979 Q1,,,"regular+aide","regular+aide",,,503,545,,,572,648,,,"non-free","non-free",,,"rural","rural",,,"master","bachelor",,,"level1","level1",,,14,13,,,"cauc","cauc",,,"32","32",,,"66","66"
"female","cauc",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",485,558,669,693,602,592,659,684,"free","free","free","free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","probation","level1","probation",2,0,16,1,"cauc","cauc","cauc","cauc","40","40","40","40","76","77","77","77"
"male","cauc",1980 Q2,,"regular","regular","regular",,519,588,626,,538,632,639,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","master",,"level3","level3","notladder",,20,18,17,,"cauc","cauc","cauc",,"12","12","12",,"35","35","35"
"female","afam",1980 Q3,"small",,,,490,,,,547,,,,"free",,,,"suburban",,,,"bachelor",,,,,,,,3,,,,"cauc",,,,"18",,,,"44",,,
"female","cauc",1979 Q3,,,"small",,,,,,,,,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,11,,,,"cauc",,,,"11",,,,"25",
"female","cauc",1979 Q4,"regular+aide","regular+aide","small",,413,456,515,,434,477,517,,"free","free","free",,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,,"apprentice","apprentice",,0,2,2,,"cauc","afam","cauc",,"18","18","18",,"44","44","44",
"male","cauc",1980 Q3,"small",,,,532,,,,547,,,,"non-free",,,,"suburban",,,,"bachelor",,,,,,,,0,,,,"cauc",,,,"18",,,,"42",,,
"male","afam",1980 Q2,,,"regular","regular",,,614,641,,,596,631,,,"free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"level1","level3",,,7,25,,,"afam","afam",,,"11","11",,,"32","32"
"male","afam",1980 Q2,"regular+aide","regular","regular","regular+aide",,454,544,578,,523,556,570,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","master","bachelor","apprentice","probation","level1","level1",1,3,10,30,"cauc","cauc","cauc","afam","11","11","11","11","19","19","19","19"
"male","cauc",1979 Q3,,"regular","regular",,,553,588,,,557,596,,,"free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,"apprentice","level1",,,3,14,,,"cauc","cauc",,,"22","22",,,"54","54",
"male","afam",1979 Q1,"regular",,,,397,,,,423,,,,"free",,,,"suburban",,,,"bachelor",,,,,,,,4,,,,"cauc",,,,"11",,,,"20",,,
"female","afam",1979 Q4,,,,"regular",,,,564,,,,599,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,10,,,,"afam",,,,"11",,,,"23"
"female","cauc",1980 Q2,"small",,,,434,,,,478,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,11,,,,"cauc",,,,"27",,,,"60",,,
"male","cauc",1980 Q1,"regular","regular","regular","regular",428,519,591,631,473,578,639,672,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","probation","apprentice","level1",8,0,1,5,"afam","cauc","cauc","cauc","32","32","32","32","66","66","66","66"
"female","afam",1978 Q3,,"regular","small",,,475,,,,502,,,,"free","free",,,"rural","rural",,,"bachelor","master",,,"probation","notladder",,,3,39,,,"cauc","cauc",,,"24","24",,,"56","56",
"female","afam",1979 Q4,"regular+aide",,,,413,,,,459,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,3,,,,"cauc",,,,"25",,,,"58",,,
"male","afam",1979 Q4,"small","small","small","small",422,516,555,641,468,529,523,655,"free","free","free","free","suburban","suburban","suburban","suburban","bachelor","master",,"master","level2","level3",,"level1",13,23,,24,"cauc","afam",,"afam","11","11","11","11","24","24","24","24"
"female","cauc",1980 Q1,,"regular+aide",,,,501,,,,495,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"probation",,,,2,,,,"cauc",,,,"22",,,,"51",,
"female","afam",1980 Q1,"small","small","small",,461,553,631,,528,578,596,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"level1","probation","level1",,14,1,30,,"cauc","afam","afam",,"11","11","11",,"32","32","32",
"female","afam",1978 Q3,,,,"regular+aide",,,,587,,,,601,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,2,,,,"cauc",,,,"11",,,,"29"
"female","cauc",1980 Q1,"regular+aide","small","small",,410,482,602,,454,510,582,,"non-free","non-free","free",,"rural","rural","rural",,"master","bachelor","bachelor",,"level1","level1","level1",,12,6,20,,"cauc","cauc","cauc",,"6","6","6",,"8","8","8",
"female","afam",1979 Q4,,,,"regular",,,,540,,,,549,,,,"free",,,,"suburban",,,,,,,,,,,,,,,,,,,,"11",,,,"23"
"male","cauc",1980 Q3,"regular+aide",,,,416,,,,473,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level2",,,,9,,,,"cauc",,,,"5",,,,"7",,,
"male","afam",1979 Q1,,,,"regular",,,,583,,,,565,,,,"free",,,,"urban",,,,"master",,,,"level1",,,,15,,,,"cauc",,,,"2",,,,"2"
"male","cauc",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",448,629,643,650,536,601,607,672,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","bachelor","level1","apprentice","notladder","probation",5,2,19,0,"cauc","cauc","cauc","cauc","19","19","19","19","47","47","47","47"
"female","cauc",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",453,540,582,610,506,535,648,663,"non-free","non-free","free","free","rural","rural","rural","rural","bachelor","master","bachelor","master","level1","level1","level1","level1",9,11,7,9,"cauc","afam","cauc","cauc","21","21","21","21","49","49","49","50"
"female","cauc",1979 Q1,,,"regular","small",,,582,612,,,611,599,,,"free","free",,,"rural","rural",,,"master","bachelor",,,"level1","notladder",,,12,28,,,"cauc","cauc",,,"1","1",,,"1","1"
"male","cauc",1980 Q2,,,"small","small",,,596,633,,,582,629,,,"non-free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","probation",,,4,8,,,"cauc","cauc",,,"11","11",,,"25","25"
"male","cauc",1980 Q1,"regular","regular","regular","regular",437,524,588,604,513,578,603,624,"free","free","free",,"rural","rural","rural","rural","master","master","master","bachelor","level1","level1","level1","probation",6,8,19,0,"cauc","cauc","cauc","cauc","10","10","10","10","13","13","13","13"
"female","afam",1979 Q1,,,"regular+aide",,,,476,,,,497,,,,"free",,,,"inner-city",,,,"master",,,,"notladder",,,,13,,,,"cauc",,,,"11",,,,"28",
"female","afam",1980 Q1,"regular+aide",,,,410,,,,454,,,,"non-free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,6,,,,"afam",,,,"11",,,,"26",,,
"male","cauc",1979 Q2,,,"regular",,,,569,,,,536,,,,"non-free",,,,"rural",,,,"bachelor",,,,"apprentice",,,,1,,,,"cauc",,,,"32",,,,"66",
"female","afam",1980 Q2,"small","small","small","regular",437,509,571,578,454,523,565,610,"non-free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","bachelor","master","level1","level1","level1","level3",11,17,5,14,"cauc","cauc","cauc","cauc","11","11","11","11","27","27","27","27"
"female","afam",1980 Q2,,,,"regular",,,,578,,,,585,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"afam",,,,"11",,,,"33"
"female","cauc",1980 Q2,"small",,,,436,,,,500,,,,"free",,,,"rural",,,,"master",,,,"pending",,,,11,,,,"cauc",,,,"19",,,,"47",,,
"male","cauc",1980 Q1,"regular",,,,478,,,,547,,,,"free",,,,"rural",,,,"bachelor",,,,"level2",,,,10,,,,"cauc",,,,"34",,,,"68",,,
"female","afam",1979 Q2,,,,"regular",,,,597,,,,612,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,20,,,,"cauc",,,,"11",,,,"22"
"male","afam",1980 Q2,"regular","regular",,,390,459,,,434,532,,,"non-free","free",,,"inner-city","inner-city",,,"master","master",,,"probation","level1",,,6,32,,,"cauc","afam",,,"11","11",,,"33","33",,
"male","afam",1979 Q4,"regular","regular",,,447,483,,,444,500,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","notladder",,,6,3,,,"afam","afam",,,"11","11",,,"19","19",,
"male","cauc",1980 Q1,,,"regular","regular",,,591,610,,,626,634,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","level1",,,8,22,,,"cauc","cauc",,,"25","25",,,"58","58"
